"CODE","YEAR","MONTH","DAY","DUMMY","DATE","DIVELOCATION","BROAD LOCATION","DAYS","NO OF DIVES","VIZ","CURRENT","WIND","WEATHER","TEMP","SEA COND.","DIVER NUMBERS","REBREATHER","COUNT","LATITUDE","LONGITUDE","SPECIES_COMMON","ABUNDANCE","SPECIES_SCIENTIFIC","DATASET","OWNER"
"D6072",2018,1,9,NA,"43839","NORTH","Protea_pinnacles",1,1,"20","0","12SW","OCWS","24","unsettled","3",NA,106,-30.8249,30.4884,"RAGGIE",6,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6072",2018,1,9,NA,"43839","NORTH","Protea_pinnacles",1,1,"20","0","12SW","OCWS","24","unsettled","3",NA,106,-30.8249,30.4884,"BLACKTIP",3,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6072",2018,1,9,NA,"43839","NORTH","Protea_pinnacles",1,1,"20","0","12SW","OCWS","24","unsettled","3",NA,106,-30.8249,30.4884,"TIGER",3,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D6073",2018,1,10,NA,"43840","NORTH","Protea_pinnacles",1,1,"10","0","5SW","sunny","24","calm","4",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6073",2018,1,10,NA,"43840","NORTH","Protea_pinnacles",1,1,"10","0","5SW","sunny","24","calm","4",NA,106,-30.8249,30.4884,"RAGGIE",6,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6073",2018,1,10,NA,"43840","NORTH","Protea_pinnacles",1,1,"10","0","5SW","sunny","24","calm","4",NA,106,-30.8249,30.4884,"BLACKTIP",3,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6081",2018,1,18,NA,"43848","SOUTH","Protea_pinnacles",1,1,"18","1.5","15NE",NA,NA,"choppy","2",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6081",2018,1,18,NA,"43848","SOUTH","Protea_pinnacles",1,1,"18","1.5","15NE",NA,NA,"choppy","2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6081",2018,1,18,NA,"43848","SOUTH","Protea_pinnacles",1,1,"18","1.5","15NE",NA,NA,"choppy","2",NA,91,-30.8434,30.4771,"SANDSHARK",3,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D6081",2018,1,18,NA,"43848","SOUTH","Protea_pinnacles",1,1,"18","1.5","15NE",NA,NA,"choppy","2",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6083",2018,1,19,NA,"43849","SOUTH","Protea_pinnacles",1,1,"12","1.5","20SW",NA,"20","choppy","3",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6083",2018,1,19,NA,"43849","SOUTH","Protea_pinnacles",1,1,"12","1.5","20SW",NA,"20","choppy","3",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6084",2018,1,20,NA,"43850","SOUTH","Protea_pinnacles",1,1,"20",NA,NA,"sunny","20","flat",NA,NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6103",2018,2,7,NA,"43868","SOUTH","Protea_pinnacles",1,1,"15","1.5","15SW","OC","17","surf messy","9",NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6103",2018,2,7,NA,"43868","SOUTH","Protea_pinnacles",1,1,"15","1.5","15SW","OC","17","surf messy","9",NA,91,-30.8434,30.4771,"SANDSHARK",2,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D6112",2018,2,16,NA,"43877","NORTH","Protea_pinnacles",1,1,"10","0.5","0","sunny","18","flat","3",NA,106,-30.8249,30.4884,"RAGGIE",5,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6113",2018,2,17,NA,"43878","NORTH","Protea_pinnacles",1,1,"11","0.5","0","sunny","22-15","flat","4",NA,106,-30.8249,30.4884,"RAGGIE",5,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6115",2018,2,19,NA,"43880","SOUTH","Protea_pinnacles",1,1,"15","2","0","sunny","19","swells","1",NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6115",2018,2,19,NA,"43880","SOUTH","Protea_pinnacles",1,1,"15","2","0","sunny","19","swells","1",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6116",2018,2,20,NA,"43881","SOUTH","Protea_pinnacles",1,1,"20","2","0","sunny","24-22","calm","1",NA,91,-30.8434,30.4771,"SHH",500,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6116",2018,2,20,NA,"43881","SOUTH","Protea_pinnacles",1,1,"20","2","0","sunny","24-22","calm","1",NA,91,-30.8434,30.4771,"BLACKTIP",10,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6118",2018,2,22,NA,"43883","SOUTH","Protea_pinnacles",1,1,"10*","0.7","0-20NE","sunny","24-20","flat","5",NA,91,-30.8434,30.4771,"SHH",1000,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6119",2018,2,23,NA,"43884","SOUTH","Protea_pinnacles",1,1,"10","2.5","12NE","sunny","24-22","choppy","8",NA,91,-30.8434,30.4771,"SHH",1000,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6119",2018,2,23,NA,"43884","SOUTH","Protea_pinnacles",1,1,"10","2.5","12NE","sunny","24-22","choppy","8",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6119",2018,2,23,NA,"43884","SOUTH","Protea_pinnacles",1,1,"10","2.5","12NE","sunny","24-22","choppy","8",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6120",2018,2,24,NA,"43885","SOUTH","Protea_pinnacles",1,1,"15","2","12NE","sunny","23","choppy","6",NA,91,-30.8434,30.4771,"SHH",800,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6120",2018,2,24,NA,"43885","SOUTH","Protea_pinnacles",1,1,"15","2","12NE","sunny","23","choppy","6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6120",2018,2,24,NA,"43885","SOUTH","Protea_pinnacles",1,1,"15","2","12NE","sunny","23","choppy","6",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6125",2018,2,27,NA,"43888","SOUTH","Protea_pinnacles",1,1,"20","3","10 NE","sunny","23","rough","4",NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6125",2018,2,27,NA,"43888","SOUTH","Protea_pinnacles",1,1,"20","3","10 NE","sunny","23","rough","4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6125",2018,2,27,NA,"43888","SOUTH","Protea_pinnacles",1,1,"20","3","10 NE","sunny","23","rough","4",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6133",2018,3,3,NA,"43893","SOUTH","Protea_pinnacles",1,1,"15","3","10 NE","OC","25-22","rough","5",NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6133",2018,3,3,NA,"43893","SOUTH","Protea_pinnacles",1,1,"15","3","10 NE","OC","25-22","rough","5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6134",2018,3,4,NA,"43894","SOUTH","Protea_pinnacles",1,1,"10","0.3","5 SW","OCWS","24-22","swells","6",NA,91,-30.8434,30.4771,"GHH",1,"SPHYRNA MOKARRAN","UVC-S","ROLAND"
"D6134",2018,3,4,NA,"43894","SOUTH","Protea_pinnacles",1,1,"10","0.3","5 SW","OCWS","24-22","swells","6",NA,91,-30.8434,30.4771,"SHH",100,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6134",2018,3,4,NA,"43894","SOUTH","Protea_pinnacles",1,1,"10","0.3","5 SW","OCWS","24-22","swells","6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6134",2018,3,4,NA,"43894","SOUTH","Protea_pinnacles",1,1,"10","0.3","5 SW","OCWS","24-22","swells","6",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6134",2018,3,4,NA,"43894","SOUTH","Protea_pinnacles",1,1,"10","0.3","5 SW","OCWS","24-22","swells","6",NA,91,-30.8434,30.4771,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D6136",2018,3,5,NA,"43895","SOUTH","Protea_pinnacles",1,1,"10","0","0","OC","24","calm","7",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6136",2018,3,5,NA,"43895","SOUTH","Protea_pinnacles",1,1,"10","0","0","OC","24","calm","7",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6136",2018,3,5,NA,"43895","SOUTH","Protea_pinnacles",1,1,"10","0","0","OC","24","calm","7",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6139",2018,3,7,NA,"43897","SOUTH","Protea_pinnacles",1,1,"20","2.5","0","OC","25","swells","9",NA,91,-30.8434,30.4771,"GHH",1,"SPHYRNA MOKARRAN","UVC-S","ROLAND"
"D6139",2018,3,7,NA,"43897","SOUTH","Protea_pinnacles",1,1,"20","2.5","0","OC","25","swells","9",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6139",2018,3,7,NA,"43897","SOUTH","Protea_pinnacles",1,1,"20","2.5","0","OC","25","swells","9",NA,91,-30.8434,30.4771,"SANDSHARK",2,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D6141",2018,3,8,NA,"43898","SOUTH","Protea_pinnacles",1,1,"25","2.5","15 SW",NA,"26-24","rough","7",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6141",2018,3,8,NA,"43898","SOUTH","Protea_pinnacles",1,1,"25","2.5","15 SW",NA,"26-24","rough","7",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6141",2018,3,8,NA,"43898","SOUTH","Protea_pinnacles",1,1,"25","2.5","15 SW",NA,"26-24","rough","7",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D6141",2018,3,8,NA,"43898","SOUTH","Protea_pinnacles",1,1,"25","2.5","15 SW",NA,"26-24","rough","7",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6147",2018,3,11,NA,"43901","NORTH","Protea_pinnacles",1,1,"25","1.5","0","OC","26-23","swells","7",NA,106,-30.8249,30.4884,"RAGGIE",7,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6147",2018,3,11,NA,"43901","NORTH","Protea_pinnacles",1,1,"25","1.5","0","OC","26-23","swells","7",NA,106,-30.8249,30.4884,"BLACKTIP",3,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6151",2018,3,13,NA,"43903","SOUTH","Protea_pinnacles",1,1,"10","1.5","10 NE","sunny","22-20","choppy","6",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6155",2018,3,15,NA,"43905","SOUTH","Protea_pinnacles",1,1,"20","1.5","5 SW","sunny","25-22","flat","10",NA,91,-30.8434,30.4771,"GHH",1,"SPHYRNA MOKARRAN","UVC-S","ROLAND"
"D6155",2018,3,15,NA,"43905","SOUTH","Protea_pinnacles",1,1,"20","1.5","5 SW","sunny","25-22","flat","10",NA,91,-30.8434,30.4771,"SHH",20,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6155",2018,3,15,NA,"43905","SOUTH","Protea_pinnacles",1,1,"20","1.5","5 SW","sunny","25-22","flat","10",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6155",2018,3,15,NA,"43905","SOUTH","Protea_pinnacles",1,1,"20","1.5","5 SW","sunny","25-22","flat","10",NA,91,-30.8434,30.4771,"BLACKTIP",3,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6162",2018,3,18,NA,"43908","SOUTH","Protea_pinnacles",1,1,"30","2","18 NE","OCWS","25","unsettled","7",NA,91,-30.8434,30.4771,"GHH",1,"SPHYRNA MOKARRAN","UVC-S","ROLAND"
"D6162",2018,3,18,NA,"43908","SOUTH","Protea_pinnacles",1,1,"30","2","18 NE","OCWS","25","unsettled","7",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6167",2018,3,22,NA,"43912","SOUTH","Protea_pinnacles",1,1,"20","0.3","12 SW","rain","24-22","angry","9",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6180",2018,3,25,NA,"43915","NORTH","Protea_pinnacles",1,1,"20","1.5","0","OCWS","24","calm","6",NA,106,-30.8249,30.4884,"RAGGIE",8,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6180",2018,3,25,NA,"43915","NORTH","Protea_pinnacles",1,1,"20","1.5","0","OCWS","24","calm","6",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6184",2018,3,26,NA,"43916","SOUTH","Protea_pinnacles",1,1,"25","1.5","0","OC","26-24","calm","5",NA,91,-30.8434,30.4771,"GHH",1,"SPHYRNA MOKARRAN","UVC-S","ROLAND"
"D6184",2018,3,26,NA,"43916","SOUTH","Protea_pinnacles",1,1,"25","1.5","0","OC","26-24","calm","5",NA,91,-30.8434,30.4771,"SANDSHARK",4,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D6184",2018,3,26,NA,"43916","SOUTH","Protea_pinnacles",1,1,"25","1.5","0","OC","26-24","calm","5",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6189",2018,3,28,NA,"43918","NORTH","Protea_pinnacles",1,1,"15","1.5","12 NE","sunny","25-21","choppy","8",NA,106,-30.8249,30.4884,"RAGGIE",7,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6189",2018,3,28,NA,"43918","NORTH","Protea_pinnacles",1,1,"15","1.5","12 NE","sunny","25-21","choppy","8",NA,106,-30.8249,30.4884,"BLACKTIP",6,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6193",2018,3,30,NA,"43920","NORTH","Protea_pinnacles",1,1,"10","1","0","OC","25-20","calm","8",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6193",2018,3,30,NA,"43920","NORTH","Protea_pinnacles",1,1,"10","1","0","OC","25-20","calm","8",NA,106,-30.8249,30.4884,"RAGGIE",7,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6193",2018,3,30,NA,"43920","NORTH","Protea_pinnacles",1,1,"10","1","0","OC","25-20","calm","8",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6199",2018,4,2,NA,"43923","SOUTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,"10",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D6199",2018,4,2,NA,"43923","SOUTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,"10",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6199",2018,4,2,NA,"43923","SOUTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,"10",NA,91,-30.8434,30.4771,"SANDSHARK",3,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D6199",2018,4,2,NA,"43923","SOUTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,"10",NA,91,-30.8434,30.4771,"BLACKTIP",4,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6201",2018,4,4,NA,"43925","SOUTH","Protea_pinnacles",1,1,"15","0.7","0","OC","26-23","calm","5",NA,91,-30.8434,30.4771,"GHH",1,"SPHYRNA MOKARRAN","UVC-S","ROLAND"
"D6201",2018,4,4,NA,"43925","SOUTH","Protea_pinnacles",1,1,"15","0.7","0","OC","26-23","calm","5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6201",2018,4,4,NA,"43925","SOUTH","Protea_pinnacles",1,1,"15","0.7","0","OC","26-23","calm","5",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D6201",2018,4,4,NA,"43925","SOUTH","Protea_pinnacles",1,1,"15","0.7","0","OC","26-23","calm","5",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6203",2018,4,5,NA,"43926","NORTH","Protea_pinnacles",1,1,"15","0.8","0","OC","25-23","calm","3",NA,106,-30.8249,30.4884,"RAGGIE",8,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6203",2018,4,5,NA,"43926","NORTH","Protea_pinnacles",1,1,"15","0.8","0","OC","25-23","calm","3",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6203",2018,4,5,NA,"43926","NORTH","Protea_pinnacles",1,1,"15","0.8","0","OC","25-23","calm","3",NA,106,-30.8249,30.4884,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D6207",2018,4,7,NA,"43928","NORTH","Protea_pinnacles",1,1,"20","0.5","0","sunny","26-24","calm","3",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6210",2018,4,9,NA,"43930","NORTH","Protea_pinnacles",1,1,"30","0.5","20 NE","sunny","26","rough","7",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6210",2018,4,9,NA,"43930","NORTH","Protea_pinnacles",1,1,"30","0.5","20 NE","sunny","26","rough","7",NA,106,-30.8249,30.4884,"RAGGIE",3,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6210",2018,4,9,NA,"43930","NORTH","Protea_pinnacles",1,1,"30","0.5","20 NE","sunny","26","rough","7",NA,106,-30.8249,30.4884,"BLACKTIP",4,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6214",2018,4,12,NA,"43933","NORTH","Protea_pinnacles",1,1,"20","0,1 reverse","10-20 NE","OC","25-22","unsettled","9",NA,106,-30.8249,30.4884,"RAGGIE",3,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6214",2018,4,12,NA,"43933","NORTH","Protea_pinnacles",1,1,"20","0,1 reverse","10-20 NE","OC","25-22","unsettled","9",NA,106,-30.8249,30.4884,"BLACKTIP",2,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6218",2018,4,14,NA,"43935","NORTH","Protea_pinnacles",1,1,"10","0.5","0.2","OC","5 SW","25-19","5",NA,106,-30.8249,30.4884,"RAGGIE",5,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6220",2018,4,15,NA,"43936","SOUTH","Protea_pinnacles",1,1,"15","0.2","0","OC","0","24-19","8",NA,91,-30.8434,30.4771,"BLACKTIP",3,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6224",2018,4,16,NA,"43937","NORTH","Protea_pinnacles",1,1,"12","0.5","0","OCWS","24-22","calm","8",NA,106,-30.8249,30.4884,"RAGGIE",2,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6224",2018,4,16,NA,"43937","NORTH","Protea_pinnacles",1,1,"12","0.5","0","OCWS","24-22","calm","8",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6228",2018,4,17,NA,"43938","NORTH","Protea_pinnacles",1,1,"15","1","10-15 NE","sunny","24-22","choppy","10",NA,106,-30.8249,30.4884,"RAGGIE",2,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6228",2018,4,17,NA,"43938","NORTH","Protea_pinnacles",1,1,"15","1","10-15 NE","sunny","24-22","choppy","10",NA,106,-30.8249,30.4884,"BLACKTIP",2,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6237",2018,4,21,NA,"43942","NORTH","Protea_pinnacles",1,1,"15*","0.8","0","sunny","24-19","flat","10",NA,106,-30.8249,30.4884,"RAGGIE",1,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6237",2018,4,21,NA,"43942","NORTH","Protea_pinnacles",1,1,"15*","0.8","0","sunny","24-19","flat","10",NA,106,-30.8249,30.4884,"BLACKTIP",3,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6261",2018,4,29,NA,"43950","NORTH","Protea_pinnacles",1,1,"10","2","0","OC","24-22","unsettled","8",NA,106,-30.8249,30.4884,"RAGGIE",15,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6261",2018,4,29,NA,"43950","NORTH","Protea_pinnacles",1,1,"10","2","0","OC","24-22","unsettled","8",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6291",2018,5,6,NA,"43957","SOUTH","Protea_pinnacles",1,1,"20","2","0","sunny","23","flat","4",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D6291",2018,5,6,NA,"43957","SOUTH","Protea_pinnacles",1,1,"20","2","0","sunny","23","flat","4",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6295",2018,5,10,NA,"43961","NORTH","Protea_pinnacles",1,1,"20","1","0","sunny","24-20","calm/swells","2",NA,106,-30.8249,30.4884,"RAGGIE",35,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6295",2018,5,10,NA,"43961","NORTH","Protea_pinnacles",1,1,"20","1","0","sunny","24-20","calm/swells","2",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6297",2018,5,11,NA,"43962","NORTH","Protea_pinnacles",1,1,"20","1.5","5 NE","sunny","24-20","calm","3",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D6297",2018,5,11,NA,"43962","NORTH","Protea_pinnacles",1,1,"20","1.5","5 NE","sunny","24-20","calm","3",NA,106,-30.8249,30.4884,"RAGGIE",20,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6297",2018,5,11,NA,"43962","NORTH","Protea_pinnacles",1,1,"20","1.5","5 NE","sunny","24-20","calm","3",NA,106,-30.8249,30.4884,"BLACKTIP",5,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6300",2018,5,13,NA,"43964","NORTH","Protea_pinnacles",1,1,"25","1.5","0","sunny","24-23","choppy","2",NA,106,-30.8249,30.4884,"RAGGIE",35,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6300",2018,5,13,NA,"43964","NORTH","Protea_pinnacles",1,1,"25","1.5","0","sunny","24-23","choppy","2",NA,106,-30.8249,30.4884,"BLACKTIP",3,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6300",2018,5,13,NA,"43964","NORTH","Protea_pinnacles",1,1,"25","1.5","0","sunny","24-23","choppy","2",NA,106,-30.8249,30.4884,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D6302",2018,5,14,NA,"43965","NORTH","Protea_pinnacles",1,1,"10","1.5","5-15SW","rainy","22-19","unsettled","2",NA,106,-30.8249,30.4884,"RAGGIE",15,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6302",2018,5,14,NA,"43965","NORTH","Protea_pinnacles",1,1,"10","1.5","5-15SW","rainy","22-19","unsettled","2",NA,106,-30.8249,30.4884,"BLACKTIP",3,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6304",2018,5,16,NA,"43967","NORTH","Protea_pinnacles",1,1,"20","0.2","0","sunny","23-21","unsettled","2",NA,106,-30.8249,30.4884,"RAGGIE",150,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6304",2018,5,16,NA,"43967","NORTH","Protea_pinnacles",1,1,"20","0.2","0","sunny","23-21","unsettled","2",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6306",2018,5,17,NA,"43968","NORTH","Protea_pinnacles",1,1,"20","0","0","sunny","23-20","calm","4",NA,106,-30.8249,30.4884,"RAGGIE",50,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6306",2018,5,17,NA,"43968","NORTH","Protea_pinnacles",1,1,"20","0","0","sunny","23-20","calm","4",NA,106,-30.8249,30.4884,"BLACKTIP",2,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6306",2018,5,17,NA,"43968","NORTH","Protea_pinnacles",1,1,"20","0","0","sunny","23-20","calm","4",NA,106,-30.8249,30.4884,"TIGER",2,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D6310",2018,5,19,NA,"43970","NORTH","Protea_pinnacles",1,1,"15-20","0","0-12 NE","sunny","22-17","calm","2",NA,106,-30.8249,30.4884,"RAGGIE",50,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6310",2018,5,19,NA,"43970","NORTH","Protea_pinnacles",1,1,"15-20","0","0-12 NE","sunny","22-17","calm","2",NA,106,-30.8249,30.4884,"BLACKTIP",3,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D6310",2018,5,19,NA,"43970","NORTH","Protea_pinnacles",1,1,"15-20","0","0-12 NE","sunny","22-17","calm","2",NA,106,-30.8249,30.4884,"TIGER",2,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D6312",2018,5,20,NA,"43971","NORTH","Protea_pinnacles",1,1,"15-20","0","0-10 NE","sunny","22-15","unsettled","2",NA,106,-30.8249,30.4884,"RAGGIE",50,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D6312",2018,5,20,NA,"43971","NORTH","Protea_pinnacles",1,1,"15-20","0","0-10 NE","sunny","22-15","unsettled","2",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
