"speciesrange","area_km2","perc_in_area","range_in_area","CUR_NME","SPECIES_SCIENTIFIC","type"
60300,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","ETMOPTERUS SCULPTUS","sdm"
15000,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","GALEOCERDO CUVIER","sdm"
188000,494.22834,0.002632112,494.8370625,"Namaqua Fossil Forest Marine Protected Area","GALEORHINUS GALEUS","sdm"
50500,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","GYMNURA NATALENSIS","sdm"
13200,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","HALAELURUS LINEATUS","sdm"
62100,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","HALAELURUS NATALENSIS","sdm"
65900,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","HAPLOBLEPHARUS EDWARDSII","sdm"
26000,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","HAPLOBLEPHARUS FUSCUS","sdm"
30100,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","HAPLOBLEPHARUS PICTUS","sdm"
16200,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","HIMANTURA LEOPARDA","sdm"
8100,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","HIMANTURA UARNAK","sdm"
193000,494.22834,0.002546631,491.4998234,"Namaqua Fossil Forest Marine Protected Area","HOLOHALAELURUS REGANI","sdm"
159400,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","LEUCORAJA WALLACEI","sdm"
63500,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","MALACORAJA SPINACIDERMIS","sdm"
7300,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","MOBULA ALFREDI","sdm"
10500,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","MOBULA BIROSTRIS","sdm"
15700,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","MOBULA KUHLII","sdm"
145300,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","MUSTELUS MUSTELUS","sdm"
176100,494.22834,0.002698433,475.194052,"Namaqua Fossil Forest Marine Protected Area","MUSTELUS PALUMBES","sdm"
76500,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","MYLIOBATIS AQUILA","sdm"
31600,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","NARKE CAPENSIS","sdm"
29400,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","NEORAJA STEHMANNI","sdm"
2100,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","NEOTRYGON CAERULEOPUNCTATA","sdm"
67600,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","NOTORYNCHUS CEPEDIANUS","sdm"
3100,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","PATEOBATIS FAI","sdm"
21200,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","PATEOBATIS JENKINSII","sdm"
87300,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","PLIOTREMA WARRENI","sdm"
54000,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","PORODERMA AFRICANUM","sdm"
49300,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","PORODERMA PANTHERINUM","sdm"
74000,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","RAJA OCELLIFERA","sdm"
208600,494.22834,0.002372182,494.8370625,"Namaqua Fossil Forest Marine Protected Area","RAJA STRAELENI","sdm"
63800,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","RAJELLA BARNARDI","sdm"
88300,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","RAJELLA CAUDASPINOSA","sdm"
68700,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","RAJELLA DISSIMILIS","sdm"
128700,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","RAJELLA LEOPARDA","sdm"
53600,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","RAJELLA RAVIDULA","sdm"
5200,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","RHINOPTERA JAYAKARI","sdm"
6800,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","RHIZOPRIONODON ACUTUS","sdm"
13400,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","RHYNCHOBATUS DJIDDENSIS","sdm"
173600,494.22834,0.001020406,177.1424961,"Namaqua Fossil Forest Marine Protected Area","ROSTRORAJA ALBA","sdm"
152400,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","SCYLIORHINUS CAPENSIS","sdm"
2000,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","SCYLLIOGALEUS QUECKETTI","sdm"
62600,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","SPHYRNA ZYGAENA","sdm"
208700,494.22834,0.002371045,494.8370625,"Namaqua Fossil Forest Marine Protected Area","SQUALUS ACANTHIAS","sdm"
146700,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","SQUALUS BASSI","sdm"
8900,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","STEGOSTOMA TIGRINUM","sdm"
900,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","TAENIURA LYMMA","sdm"
7700,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","TAENIUROPS MEYENI","sdm"
159600,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","TETRONARCE COWLEYI","sdm"
85100,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","TORPEDO FUSCOMACULATA","sdm"
12400,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","TORPEDO SINUSPERSICI","sdm"
2400,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","TRIAENODON OBESUS","sdm"
53000,494.22834,0,0,"Namaqua Fossil Forest Marine Protected Area","TRIAKIS MEGALOPTERUS","sdm"
118600,549.31375,0.002966191,351.790256,"Namaqua National Park Marine Protected Area","ACROTERIOBATUS ANNULATUS","sdm"
14900,549.31375,0,0,"Namaqua National Park Marine Protected Area","ACROTERIOBATUS LEUCOSPILUS","sdm"
17400,549.31375,0,0,"Namaqua National Park Marine Protected Area","AETOBATUS OCELLATUS","sdm"
35400,549.31375,0,0,"Namaqua National Park Marine Protected Area","AETOMYLAEUS BOVINUS","sdm"
98400,549.31375,0,0,"Namaqua National Park Marine Protected Area","APRISTURUS MICROPS","sdm"
73200,549.31375,0,0,"Namaqua National Park Marine Protected Area","APRISTURUS SALDANHA","sdm"
72900,549.31375,0,0,"Namaqua National Park Marine Protected Area","BATHYRAJA SMITHII","sdm"
75300,549.31375,0,0,"Namaqua National Park Marine Protected Area","BATHYTOSHIA BREVICAUDATA","sdm"
90500,549.31375,0,0,"Namaqua National Park Marine Protected Area","BATHYTOSHIA LATA","sdm"
900,549.31375,0,0,"Namaqua National Park Marine Protected Area","CARCHARHINUS ALBIMARGINATUS","sdm"
2200,549.31375,0,0,"Namaqua National Park Marine Protected Area","CARCHARHINUS AMBLYRHYNCHOS","sdm"
21700,549.31375,0,0,"Namaqua National Park Marine Protected Area","CARCHARHINUS AMBOINENSIS","sdm"
119000,549.31375,0,0,"Namaqua National Park Marine Protected Area","CARCHARHINUS BRACHYURUS","sdm"
22500,549.31375,0,0,"Namaqua National Park Marine Protected Area","CARCHARHINUS BREVIPINNA","sdm"
5500,549.31375,0,0,"Namaqua National Park Marine Protected Area","CARCHARHINUS HUMANI","sdm"
10400,549.31375,0,0,"Namaqua National Park Marine Protected Area","CARCHARHINUS LEUCAS","sdm"
30000,549.31375,0,0,"Namaqua National Park Marine Protected Area","CARCHARHINUS LIMBATUS","sdm"
66300,549.31375,0,0,"Namaqua National Park Marine Protected Area","CARCHARHINUS OBSCURUS","sdm"
9600,549.31375,0,0,"Namaqua National Park Marine Protected Area","CARCHARHINUS PLUMBEUS","sdm"
51300,549.31375,0,0,"Namaqua National Park Marine Protected Area","CARCHARIAS TAURUS","sdm"
51500,549.31375,0,0,"Namaqua National Park Marine Protected Area","CENTROPHORUS SQUAMOSUS","sdm"
44400,549.31375,0,0,"Namaqua National Park Marine Protected Area","CENTROSCYLLIUM FABRICII","sdm"
69800,549.31375,0,0,"Namaqua National Park Marine Protected Area","CENTROSCYMNUS COELOLEPIS","sdm"
52700,549.31375,0,0,"Namaqua National Park Marine Protected Area","CENTROSCYMNUS OWSTONII","sdm"
48600,549.31375,0,0,"Namaqua National Park Marine Protected Area","CENTROSELACHUS CREPIDATER","sdm"
42900,549.31375,0,0,"Namaqua National Park Marine Protected Area","CIRRHIGALEUS ASPER","sdm"
163900,549.31375,0,0,"Namaqua National Park Marine Protected Area","CRURIRAJA PARCOMACULATA","sdm"
72600,549.31375,0.002641182,191.7498033,"Namaqua National Park Marine Protected Area","DASYATIS CHRYSONOTA","sdm"
82300,549.31375,0,0,"Namaqua National Park Marine Protected Area","DEANIA CALCEA","sdm"
175300,549.31375,0.000682004,119.5553397,"Namaqua National Park Marine Protected Area","DIPTURUS PULLOPUNCTATUS","sdm"
58100,549.31375,0,0,"Namaqua National Park Marine Protected Area","DIPTURUS STENORHYNCHUS","sdm"
74000,549.31375,0,0,"Namaqua National Park Marine Protected Area","ETMOPTERUS COMPAGNOI","sdm"
78000,549.31375,0,0,"Namaqua National Park Marine Protected Area","ETMOPTERUS GRANULOSUS","sdm"
109200,549.31375,0,0,"Namaqua National Park Marine Protected Area","ETMOPTERUS PUSILLUS","sdm"
60300,549.31375,0,0,"Namaqua National Park Marine Protected Area","ETMOPTERUS SCULPTUS","sdm"
15000,549.31375,0,0,"Namaqua National Park Marine Protected Area","GALEOCERDO CUVIER","sdm"
188000,549.31375,0.002910231,547.1233532,"Namaqua National Park Marine Protected Area","GALEORHINUS GALEUS","sdm"
50500,549.31375,0,0,"Namaqua National Park Marine Protected Area","GYMNURA NATALENSIS","sdm"
13200,549.31375,0,0,"Namaqua National Park Marine Protected Area","HALAELURUS LINEATUS","sdm"
62100,549.31375,0,0,"Namaqua National Park Marine Protected Area","HALAELURUS NATALENSIS","sdm"
65900,549.31375,0,0,"Namaqua National Park Marine Protected Area","HAPLOBLEPHARUS EDWARDSII","sdm"
26000,549.31375,0,0,"Namaqua National Park Marine Protected Area","HAPLOBLEPHARUS FUSCUS","sdm"
30100,549.31375,0.001884567,56.72547884,"Namaqua National Park Marine Protected Area","HAPLOBLEPHARUS PICTUS","sdm"
16200,549.31375,0,0,"Namaqua National Park Marine Protected Area","HIMANTURA LEOPARDA","sdm"
8100,549.31375,0,0,"Namaqua National Park Marine Protected Area","HIMANTURA UARNAK","sdm"
193000,549.31375,0.002705087,522.081763,"Namaqua National Park Marine Protected Area","HOLOHALAELURUS REGANI","sdm"
159400,549.31375,0,0,"Namaqua National Park Marine Protected Area","LEUCORAJA WALLACEI","sdm"
63500,549.31375,0,0,"Namaqua National Park Marine Protected Area","MALACORAJA SPINACIDERMIS","sdm"
7300,549.31375,0,0,"Namaqua National Park Marine Protected Area","MOBULA ALFREDI","sdm"
10500,549.31375,0,0,"Namaqua National Park Marine Protected Area","MOBULA BIROSTRIS","sdm"
15700,549.31375,0,0,"Namaqua National Park Marine Protected Area","MOBULA KUHLII","sdm"
145300,549.31375,0,0,"Namaqua National Park Marine Protected Area","MUSTELUS MUSTELUS","sdm"
176100,549.31375,0.00031734,55.88364481,"Namaqua National Park Marine Protected Area","MUSTELUS PALUMBES","sdm"
76500,549.31375,0.002506533,191.7498033,"Namaqua National Park Marine Protected Area","MYLIOBATIS AQUILA","sdm"
31600,549.31375,0,0,"Namaqua National Park Marine Protected Area","NARKE CAPENSIS","sdm"
29400,549.31375,0,0,"Namaqua National Park Marine Protected Area","NEORAJA STEHMANNI","sdm"
2100,549.31375,0,0,"Namaqua National Park Marine Protected Area","NEOTRYGON CAERULEOPUNCTATA","sdm"
67600,549.31375,0,0,"Namaqua National Park Marine Protected Area","NOTORYNCHUS CEPEDIANUS","sdm"
3100,549.31375,0,0,"Namaqua National Park Marine Protected Area","PATEOBATIS FAI","sdm"
21200,549.31375,0,0,"Namaqua National Park Marine Protected Area","PATEOBATIS JENKINSII","sdm"
87300,549.31375,0,0,"Namaqua National Park Marine Protected Area","PLIOTREMA WARRENI","sdm"
54000,549.31375,0,0,"Namaqua National Park Marine Protected Area","PORODERMA AFRICANUM","sdm"
49300,549.31375,0,0,"Namaqua National Park Marine Protected Area","PORODERMA PANTHERINUM","sdm"
74000,549.31375,0,0,"Namaqua National Park Marine Protected Area","RAJA OCELLIFERA","sdm"
208600,549.31375,0.002622835,547.1233532,"Namaqua National Park Marine Protected Area","RAJA STRAELENI","sdm"
63800,549.31375,0,0,"Namaqua National Park Marine Protected Area","RAJELLA BARNARDI","sdm"
88300,549.31375,0,0,"Namaqua National Park Marine Protected Area","RAJELLA CAUDASPINOSA","sdm"
68700,549.31375,0,0,"Namaqua National Park Marine Protected Area","RAJELLA DISSIMILIS","sdm"
128700,549.31375,0,0,"Namaqua National Park Marine Protected Area","RAJELLA LEOPARDA","sdm"
53600,549.31375,0,0,"Namaqua National Park Marine Protected Area","RAJELLA RAVIDULA","sdm"
5200,549.31375,0,0,"Namaqua National Park Marine Protected Area","RHINOPTERA JAYAKARI","sdm"
6800,549.31375,0,0,"Namaqua National Park Marine Protected Area","RHIZOPRIONODON ACUTUS","sdm"
13400,549.31375,0,0,"Namaqua National Park Marine Protected Area","RHYNCHOBATUS DJIDDENSIS","sdm"
173600,549.31375,0.003151632,547.1233532,"Namaqua National Park Marine Protected Area","ROSTRORAJA ALBA","sdm"
152400,549.31375,0,0,"Namaqua National Park Marine Protected Area","SCYLIORHINUS CAPENSIS","sdm"
2000,549.31375,0,0,"Namaqua National Park Marine Protected Area","SCYLLIOGALEUS QUECKETTI","sdm"
62600,549.31375,0,0,"Namaqua National Park Marine Protected Area","SPHYRNA ZYGAENA","sdm"
208700,549.31375,0.002621578,547.1233532,"Namaqua National Park Marine Protected Area","SQUALUS ACANTHIAS","sdm"
146700,549.31375,0.000271299,39.79962509,"Namaqua National Park Marine Protected Area","SQUALUS BASSI","sdm"
8900,549.31375,0,0,"Namaqua National Park Marine Protected Area","STEGOSTOMA TIGRINUM","sdm"
900,549.31375,0,0,"Namaqua National Park Marine Protected Area","TAENIURA LYMMA","sdm"
7700,549.31375,0,0,"Namaqua National Park Marine Protected Area","TAENIUROPS MEYENI","sdm"
159600,549.31375,0,0,"Namaqua National Park Marine Protected Area","TETRONARCE COWLEYI","sdm"
85100,549.31375,0,0,"Namaqua National Park Marine Protected Area","TORPEDO FUSCOMACULATA","sdm"
12400,549.31375,0,0,"Namaqua National Park Marine Protected Area","TORPEDO SINUSPERSICI","sdm"
2400,549.31375,0,0,"Namaqua National Park Marine Protected Area","TRIAENODON OBESUS","sdm"
53000,549.31375,0,0,"Namaqua National Park Marine Protected Area","TRIAKIS MEGALOPTERUS","sdm"
118600,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","ACROTERIOBATUS ANNULATUS","sdm"
14900,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","ACROTERIOBATUS LEUCOSPILUS","sdm"
17400,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","AETOBATUS OCELLATUS","sdm"
35400,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","AETOMYLAEUS BOVINUS","sdm"
98400,1840.93148,0.018532437,1823.591841,"Orange Shelf Edge Marine Protected Area","APRISTURUS MICROPS","sdm"
73200,1840.93148,0.023596243,1727.244959,"Orange Shelf Edge Marine Protected Area","APRISTURUS SALDANHA","sdm"
72900,1840.93148,0.024967041,1820.097274,"Orange Shelf Edge Marine Protected Area","BATHYRAJA SMITHII","sdm"
75300,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","BATHYTOSHIA BREVICAUDATA","sdm"
90500,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","BATHYTOSHIA LATA","sdm"
900,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CARCHARHINUS ALBIMARGINATUS","sdm"
2200,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CARCHARHINUS AMBLYRHYNCHOS","sdm"
21700,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CARCHARHINUS AMBOINENSIS","sdm"
119000,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CARCHARHINUS BRACHYURUS","sdm"
22500,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CARCHARHINUS BREVIPINNA","sdm"
5500,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CARCHARHINUS HUMANI","sdm"
10400,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CARCHARHINUS LEUCAS","sdm"
30000,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CARCHARHINUS LIMBATUS","sdm"
66300,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CARCHARHINUS OBSCURUS","sdm"
9600,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CARCHARHINUS PLUMBEUS","sdm"
51300,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CARCHARIAS TAURUS","sdm"
51500,1840.93148,0.018335236,944.2646327,"Orange Shelf Edge Marine Protected Area","CENTROPHORUS SQUAMOSUS","sdm"
44400,1840.93148,0.023247295,1032.179918,"Orange Shelf Edge Marine Protected Area","CENTROSCYLLIUM FABRICII","sdm"
69800,1840.93148,0.013378335,933.8077502,"Orange Shelf Edge Marine Protected Area","CENTROSCYMNUS COELOLEPIS","sdm"
52700,1840.93148,0.022580417,1189.987966,"Orange Shelf Edge Marine Protected Area","CENTROSCYMNUS OWSTONII","sdm"
48600,1840.93148,0.017212824,836.5432373,"Orange Shelf Edge Marine Protected Area","CENTROSELACHUS CREPIDATER","sdm"
42900,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","CIRRHIGALEUS ASPER","sdm"
163900,1840.93148,0.009612571,1575.500458,"Orange Shelf Edge Marine Protected Area","CRURIRAJA PARCOMACULATA","sdm"
72600,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","DASYATIS CHRYSONOTA","sdm"
82300,1840.93148,0.019668258,1618.697664,"Orange Shelf Edge Marine Protected Area","DEANIA CALCEA","sdm"
175300,1840.93148,0.004466516,782.9803267,"Orange Shelf Edge Marine Protected Area","DIPTURUS PULLOPUNCTATUS","sdm"
58100,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","DIPTURUS STENORHYNCHUS","sdm"
74000,1840.93148,0.010427534,771.6375294,"Orange Shelf Edge Marine Protected Area","ETMOPTERUS COMPAGNOI","sdm"
78000,1840.93148,0.018002904,1404.226536,"Orange Shelf Edge Marine Protected Area","ETMOPTERUS GRANULOSUS","sdm"
109200,1840.93148,0.008615774,940.8425304,"Orange Shelf Edge Marine Protected Area","ETMOPTERUS PUSILLUS","sdm"
60300,1840.93148,0.016254438,980.1426125,"Orange Shelf Edge Marine Protected Area","ETMOPTERUS SCULPTUS","sdm"
15000,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","GALEOCERDO CUVIER","sdm"
188000,1840.93148,0.00419105,787.9173315,"Orange Shelf Edge Marine Protected Area","GALEORHINUS GALEUS","sdm"
50500,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","GYMNURA NATALENSIS","sdm"
13200,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","HALAELURUS LINEATUS","sdm"
62100,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","HALAELURUS NATALENSIS","sdm"
65900,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","HAPLOBLEPHARUS EDWARDSII","sdm"
26000,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","HAPLOBLEPHARUS FUSCUS","sdm"
30100,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","HAPLOBLEPHARUS PICTUS","sdm"
16200,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","HIMANTURA LEOPARDA","sdm"
8100,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","HIMANTURA UARNAK","sdm"
193000,1840.93148,0.006686959,1290.583142,"Orange Shelf Edge Marine Protected Area","HOLOHALAELURUS REGANI","sdm"
159400,1840.93148,0.004957862,790.2832132,"Orange Shelf Edge Marine Protected Area","LEUCORAJA WALLACEI","sdm"
63500,1840.93148,0.019629938,1246.501074,"Orange Shelf Edge Marine Protected Area","MALACORAJA SPINACIDERMIS","sdm"
7300,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","MOBULA ALFREDI","sdm"
10500,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","MOBULA BIROSTRIS","sdm"
15700,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","MOBULA KUHLII","sdm"
145300,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","MUSTELUS MUSTELUS","sdm"
176100,1840.93148,0.002646032,465.9662216,"Orange Shelf Edge Marine Protected Area","MUSTELUS PALUMBES","sdm"
76500,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","MYLIOBATIS AQUILA","sdm"
31600,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","NARKE CAPENSIS","sdm"
29400,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","NEORAJA STEHMANNI","sdm"
2100,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","NEOTRYGON CAERULEOPUNCTATA","sdm"
67600,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","NOTORYNCHUS CEPEDIANUS","sdm"
3100,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","PATEOBATIS FAI","sdm"
21200,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","PATEOBATIS JENKINSII","sdm"
87300,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","PLIOTREMA WARRENI","sdm"
54000,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","PORODERMA AFRICANUM","sdm"
49300,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","PORODERMA PANTHERINUM","sdm"
74000,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","RAJA OCELLIFERA","sdm"
208600,1840.93148,0.005312304,1108.146517,"Orange Shelf Edge Marine Protected Area","RAJA STRAELENI","sdm"
63800,1840.93148,0.028352067,1808.861903,"Orange Shelf Edge Marine Protected Area","RAJELLA BARNARDI","sdm"
88300,1840.93148,0.020333455,1795.444117,"Orange Shelf Edge Marine Protected Area","RAJELLA CAUDASPINOSA","sdm"
68700,1840.93148,0.026329868,1808.861903,"Orange Shelf Edge Marine Protected Area","RAJELLA DISSIMILIS","sdm"
128700,1840.93148,0.01414217,1820.097274,"Orange Shelf Edge Marine Protected Area","RAJELLA LEOPARDA","sdm"
53600,1840.93148,0.02618146,1403.326269,"Orange Shelf Edge Marine Protected Area","RAJELLA RAVIDULA","sdm"
5200,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","RHINOPTERA JAYAKARI","sdm"
6800,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","RHIZOPRIONODON ACUTUS","sdm"
13400,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","RHYNCHOBATUS DJIDDENSIS","sdm"
173600,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","ROSTRORAJA ALBA","sdm"
152400,1840.93148,0.007301986,1112.822623,"Orange Shelf Edge Marine Protected Area","SCYLIORHINUS CAPENSIS","sdm"
2000,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","SCYLLIOGALEUS QUECKETTI","sdm"
62600,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","SPHYRNA ZYGAENA","sdm"
208700,1840.93148,0.005309758,1108.146517,"Orange Shelf Edge Marine Protected Area","SQUALUS ACANTHIAS","sdm"
146700,1840.93148,0.00952652,1397.54043,"Orange Shelf Edge Marine Protected Area","SQUALUS BASSI","sdm"
8900,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","STEGOSTOMA TIGRINUM","sdm"
900,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","TAENIURA LYMMA","sdm"
7700,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","TAENIUROPS MEYENI","sdm"
159600,1840.93148,0.006622658,1056.976277,"Orange Shelf Edge Marine Protected Area","TETRONARCE COWLEYI","sdm"
85100,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","TORPEDO FUSCOMACULATA","sdm"
12400,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","TORPEDO SINUSPERSICI","sdm"
2400,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","TRIAENODON OBESUS","sdm"
53000,1840.93148,0,0,"Orange Shelf Edge Marine Protected Area","TRIAKIS MEGALOPTERUS","sdm"
118600,1237.09299,0.008317116,986.4099833,"Pondoland Marine Protected Area","ACROTERIOBATUS ANNULATUS","sdm"
14900,1237.09299,0.05913511,881.1131329,"Pondoland Marine Protected Area","ACROTERIOBATUS LEUCOSPILUS","sdm"
17400,1237.09299,0.045512797,791.922669,"Pondoland Marine Protected Area","AETOBATUS OCELLATUS","sdm"
35400,1237.09299,0.013420048,475.0696933,"Pondoland Marine Protected Area","AETOMYLAEUS BOVINUS","sdm"
98400,1237.09299,0,0,"Pondoland Marine Protected Area","APRISTURUS MICROPS","sdm"
73200,1237.09299,0,0,"Pondoland Marine Protected Area","APRISTURUS SALDANHA","sdm"
72900,1237.09299,0,0,"Pondoland Marine Protected Area","BATHYRAJA SMITHII","sdm"
75300,1237.09299,0.006334327,476.9747997,"Pondoland Marine Protected Area","BATHYTOSHIA BREVICAUDATA","sdm"
90500,1237.09299,0.005759935,521.2740938,"Pondoland Marine Protected Area","BATHYTOSHIA LATA","sdm"
900,1237.09299,0,0,"Pondoland Marine Protected Area","CARCHARHINUS ALBIMARGINATUS","sdm"
2200,1237.09299,0,0,"Pondoland Marine Protected Area","CARCHARHINUS AMBLYRHYNCHOS","sdm"
21700,1237.09299,0.041787774,906.794705,"Pondoland Marine Protected Area","CARCHARHINUS AMBOINENSIS","sdm"
119000,1237.09299,0.008324982,990.6728002,"Pondoland Marine Protected Area","CARCHARHINUS BRACHYURUS","sdm"
22500,1237.09299,0.032167033,723.7582333,"Pondoland Marine Protected Area","CARCHARHINUS BREVIPINNA","sdm"
5500,1237.09299,0.043893866,241.4162646,"Pondoland Marine Protected Area","CARCHARHINUS HUMANI","sdm"
10400,1237.09299,0.044974456,467.7343387,"Pondoland Marine Protected Area","CARCHARHINUS LEUCAS","sdm"
30000,1237.09299,0.035863037,1075.891097,"Pondoland Marine Protected Area","CARCHARHINUS LIMBATUS","sdm"
66300,1237.09299,0.016291914,1080.153914,"Pondoland Marine Protected Area","CARCHARHINUS OBSCURUS","sdm"
9600,1237.09299,0.038704687,371.5649955,"Pondoland Marine Protected Area","CARCHARHINUS PLUMBEUS","sdm"
51300,1237.09299,0.021055632,1080.153914,"Pondoland Marine Protected Area","CARCHARIAS TAURUS","sdm"
51500,1237.09299,0,0,"Pondoland Marine Protected Area","CENTROPHORUS SQUAMOSUS","sdm"
44400,1237.09299,0,0,"Pondoland Marine Protected Area","CENTROSCYLLIUM FABRICII","sdm"
69800,1237.09299,0.000391788,27.34683627,"Pondoland Marine Protected Area","CENTROSCYMNUS COELOLEPIS","sdm"
52700,1237.09299,0,0,"Pondoland Marine Protected Area","CENTROSCYMNUS OWSTONII","sdm"
48600,1237.09299,0,0,"Pondoland Marine Protected Area","CENTROSELACHUS CREPIDATER","sdm"
42900,1237.09299,0.018457648,791.8330999,"Pondoland Marine Protected Area","CIRRHIGALEUS ASPER","sdm"
163900,1237.09299,0,0,"Pondoland Marine Protected Area","CRURIRAJA PARCOMACULATA","sdm"
